Number,Posted by,Photo credit,Source,Season,Year,Time,Country,Province/Region,Place,Fall under,area/location,Classified area,due to fenceless border I put them under,Alive/dead,cause of death,Area,Movement,conditions,Human presence,link
600,julianizant,Julian Izant,Instagram,Winter,28/8/2019,daylight,Namibia,,Okonjima Nature Reserve,,,,,alive,,grasses,digging (Cape starling close to it),good,,https://www.instagram.com/p/B1uOnJVgxxV/
601,richard_zaayman_,Richard Zaayman,Instagram,Winter,1/7/2019,daylight,Namibia,,Okonjima Bush Camp,,,,,alive,,ground surface,walking,not good,,https://www.instagram.com/p/BzYlE2Fl5tw/
602,okonjima_lodge,Martin Njekwa,Instagram,Winter,27/7/2017,afternoon,Namibia,,Okonjima Nature Reserve,,,,,alive,,grasses,walking,not bad,,https://www.instagram.com/p/BXCwyihnY11/
603,i_am_vwykro_safari,Rohan Van Vyk,Instagram,Summer,11/1/2016,daylight,Namibia,,Okonjima Nature Reserve,,,,,alive,,grasses,strolling,good,,https://www.instagram.com/p/BAZyHPmHXR2/
604,i_am_vwykro_safari,Rohan Van Vyk,Instagram,Autumn,16/5/2019,evening,Namibia,,Okonjima Nature Reserve,,,,,alive,,grasses,walking ,good,,https://www.instagram.com/p/BxiQv3GFFM7/
605,naaakuse_foundation,,Instagram,Winter,6/8/2019,afternoon,Namibia,Naankuse,Zannier Nature Reserve,,,,,alive,,ground surface,foraging and feeding,good,,https://www.instagram.com/p/B01EoIWHuoC/
606,naaakuse_foundation,camera trap,Instagram,Summer,16/1/2019,evening,Namibia,Naankuse,Zannier Nature Reserve,,,,,alive,,waterhole,drinking water,good,,https://www.instagram.com/p/BujZvF9ncgx/
607,naaakuse_foundation,camera trap,Instagram,Autumn,6/4/2019,evening,Namibia,Naankuse,Zannier Nature Reserve,,,,,alive,,waterhole,drinking water,good,,https://www.instagram.com/p/Bnyv6hcBBwX/
608,naaakuse_foundation,camera trap,Instagram,Summer,25/2/2018,evening,Namibia,Naankuse,Zannier Nature Reserve,,,,,alive,,waterhole,drinking water,good,,https://www.instagram.com/p/BgeAGCjjipX/
609,N/a'an kuse,camera trap,Facebook,Summer,27/12/2016,evening,Namibia,Naankuse,,,,,,alive,,burrow,walking out,good,,https://web.facebook.com/naankuse/photos/a.127084714770/10154871127779771
610,N/a'an kuse,,Facebook,Winter,28/7/2014,daylight,Namibia,Naankuse,,,,,,alive,,grasses,walking,good,,https://web.facebook.com/naankuse/photos/a.127084714770/10152582208189771vi
611,Michele-Ann Nel,Michele-Ann Nel,Facebook,Winter,17/7/2017,daylight,Namibia,,Erindi north of Windhoek,,,,,alive,,grasses,walking,"not good, skinny",,https://www.facebook.com/photo?fbid=10155439857800120&set=gm.488304641513639
612,Llya Raskin,,Facebook,Winter,15/9/2019,daylight,Namibia,,,,,,,alive,,grasses,foraging,not good,,https://web.facebook.com/ilya.raskin/posts/2739193882766079
613,Johan Smit,,Facebook,Winter,27/7/2019,afternoon,Namibia,,Otjiwa Game Lodge,,,,,alive,,grasses,walking,good,,https://web.facebook.com/photo?fbid=517357349071947&set=gm.2011956302239344
614,Alison Pogel,,Facebook,Winter,28/8/2012,afternoon,Namibia,,,,,,,alive,,grasses,walking,good,,
615,Francois Gilbert Colin,,Facebook,Winter,10/7/2019,afternoon,Namibia,,Kalahari,,,,,alive,,grasses,walking,good,,
616,Stefan Onkoshi Eriksson,,Facebook,Summer,4/12/2017,afternoon,Namibia,,Zambesi,,,,,alive,,grasses,walking,good,,
617,The Hunting Consortium Ltd.,,Facebook,Autumn,8/4/2011,evening,Namibia,,,,,,,dead,humans,,,,,https://web.facebook.com/HuntingConsortium/photos/a.138244482871085/609994059029456
618,erindinamibia,GP Britz,Instagram,Summer,24/2/2018,daylight,Namibia,,Erindi Private Game Reserve,,,,,alive,,grasses,walking,"not good, bones showing",,https://www.instagram.com/p/BfkdCArFoI3/
619,trouwen_in_zuid_afrika,,Instagram,Winter,31/7/2017,evening,Namibia,,Erindi Private Game Reserve,,,,,alive,,ground surface,walking,"not good, looks skinny",,https://www.instagram.com/p/BXNKbl9lleO/
620,Kleeberg Luxurious Self Catering & Safaris,,Facebook,Winter,21/6/2019,daylight,Namibia,,Kleepforte,,,,,alive,,grasses,basking ,not good,,https://www.facebook.com/Kleeberglodgeandgame/photos/pcb.386515701990863/386515631990870
621,zananam8,Zana Botes,Instagram,Autumn,23/5/2019,daylight,Namibia,,,,,,,alive,,grasses,basking ,good,,https://www.instagram.com/p/BxzOAFQlae7/
622,robin.hurt.namibia,Robin,Instagram,Autumn,15/4/2018,afternoon,Namibia,,,,,,,alive,,grasses,feeding,good,,https://www.instagram.com/p/BhkQmEyDBdP/
623,lilachyanai,Lilach Yanai,Instagram,Spring,19/10/2015,daylight,Namibia,,,,,,,alive,,grasses,walking,"not good, skinny",,https://www.instagram.com/p/CGhDSAunUqd/
624,redmoosehunting,,Instagram,Summer,18/12/2015,daylight,Namibia,,Namatubis Safaris,,,,,alive,,grasses,walking,not good,,"https://www.instagram.com/p/_bbnl8BBf5/,"
625,relaxntravelafrica,,Instagram,Spring,12/10/2019,daylight,Namibia,,Kalahari desert,,,,,alive,,ground surface,lying on the ground (posing),good,,https://www.instagram.com/p/B3hl8aZp47_/
626,Olwen Evans,Olwen Evans,Facebook,Winter,6/8/2016,daylight,Namibia,,,,,,,alive,,grasses,walking,good,,https://www.facebook.com/225420677391/photos/pb.100050571485978.-2207520000../10154394855312392/?type=3
627,Olwen Evans,Olwen Evans,Facebook,Winter,20/8/2016,daylight,Namibia,,,,,,,alive,,ground surface,walking,good,,https://www.facebook.com/225420677391/photos/pb.100050571485978.-2207520000../10154432489842392/?type=3
628,Olwen Evans,Olwen Evans,Facebook,Summer,11/12/2018,afternoon,Namibia,,Etosha Heights Private Reserve,,,,,alive,,ground surface,foraging,good,,https://www.facebook.com/225420677391/photos/pb.100050571485978.-2207520000../10157003785362392/?type=3
629,etoshaexplorer,,Instagram,Winter,31/8/2017,daylight,Namibia,,Cheetah Conservation Foundation,,,,,alive,,grasses,walking,good,,https://www.instagram.com/p/BYeAoF3lzMi/
630,dannyvanbrugh,Danny Vanbrugh,Instagram,Winter,16/7/2018,afternoon,Namibia,,,,,,,alive,,burrow,basking ,good,,https://www.instagram.com/p/BlTOCV4BKw9/
631,Frank Bockmuhl,camera trap,Facebook,Autumn,16/5/2017,evening,Namibia,,South of Western Etosha,,,,,alive,,ground surface,foraging,good,,https://web.facebook.com/photo/?fbid=1587857614565752&set=pb.100000245855472.-2207520000..
632,Frank Bockmuhl,camera trap,Facebook,Autumn,6/5/2017,evening,Namibia,,South of Western Etosha,,,,,alive,,ground surface,walking,good,,https://web.facebook.com/photo.php?fbid=1563073900377457&set=pb.100000245855472.-2207520000..&type=3
633,Frank Bockmuhl,camera trap,Facebook,Winter,5/8/2015,evening,Namibia,,South of Western Etosha,,,,,alive,,waterhole,drinking water,good,,https://web.facebook.com/photo/?fbid=1066360116715507&set=a.101512536533608
634,Mike Raubenheimer,Mike Raubenheimer,Facebook,Winter,31/8/2015,evening,Namibia,,"Floodlit waterhole, Torgos lodge",,,,,alive,,waterhole,drinking water,good,,https://www.facebook.com/photo?fbid=10155958577750693&set=a.10155958558795693
635,Mount Etjo Safari Lodge,,Facebook,Spring,12/9/2013,daylight,Namibia,,Mount Etjo Safari Lodge,Okonjati Game Reserve,,,,alive,,waterhole,drinking water,good,,https://web.facebook.com/Mount-Etjo-Safari-Lodge-125569410817274/photos/625824967458380
636,Mount Etjo Safari Lodge,,Facebook,Winter,17/6/2012,afternoon,Namibia,,Mount Etjo Safari Lodge,Okonjati Game Reserve,,,,alive,,grasses,walking,good,,https://web.facebook.com/Mount-Etjo-Safari-Lodge-125569410817274/photos/426272990746913
637,Namibian Wildlife Conservation Trust-NWCT,,Facebook,Winter,5/7/2016,evening,Namibia,,,,,,,alive,,grasses,walking,good,,https://web.facebook.com/NamWild/photos/1111452412249123
638,Gabus Game Ranch,,Facebook,Winter,30/7/2019,daylight,Namibia,,Gabus Game Ranch,,,,,alive,,grasses,walking,"not good, skinny",,https://web.facebook.com/GabusGameRanch/photos/a.299166516792570/2928041283905067
639,Astrobert,,Facebook,Spring,7/9/2017,afternoon,Namibia,,Mariental Urban,,,,,alive,,grasses,walking,good,,https://web.facebook.com/astrobert/photos/a.1823637197949721/1855024964810944
640,london_goose,,Instagram,Spring,12/9/2017,evening,Namibia,,Karas Region,,,,,alive,,road,walking,good,,https://www.instagram.com/p/BY8gRdMBZ-v/
641,African Impact-Victoria Falls,camera trap,Facebook,Spring,16/11/2017,evening,Zimbabwe,,Zambesi National Park,,,,,alive,,grasses,walking,good,,https://web.facebook.com/AfricanImpactSAConservation/posts/1845740905490557
642,Cawston Wildlife Estate,camera trap,Facebook,Winter,13/7/2017,evening,Zimbabwe,,Cawston Wildlife Estate,,,,,alive,,waterhole,drinking water,good,,https://web.facebook.com/CawstonWildlifeEstate/photos/1874298896222606
643,Rhino Safari Camp,camera trap,Facebook,Winter,25/7/2016,evening,Zimbabwe,,Rhino Safari Camp,,,,,alive,,grasses,walking,good,,https://web.facebook.com/RhinoSafariCamp/photos/1601394716593222
644,Thetford Private Game Reserve,camera trap,Facebook,Autumn,14/5/2018,evening,Zimbabwe,,Thetford Private Game Reserve,,,,,alive,,grasses,walking,good,,https://web.facebook.com/137380929789293/photos/pb.100057340995861.-2207520000../842221765971869/?type=3
645,Imire: Rhino & Wildlife Conservation,camera trap,Facebook,Spring,3/9/2012,evening,Zimbabwe,,Imire: Rhino & Wildlife Conservation,,,,,alive,,ground surface,walking into a burrow,good,,https://web.facebook.com/imire.zimbabwe/photos/a.317468488351938/317468558351931
646,Wilderness Safaris,camera trap,Facebook,Spring,21/11/2014,evening,Zimbabwe,,Hwangwe Lion Research Centre,,,,,alive,,grasses,walking,good,,https://web.facebook.com/WeAreWilderness/photos/a.362118663848455/789095001150817
647,Singita,,Facebook,Summer,3/2/2018,daylight,Zimbabwe,,Singita Game Reserve,,,,,dead,leopard,,,,,https://web.facebook.com/singita.gamereserves/photos/a.126888940679336/1827015657333314
648,Singita,Jenny Hishin,Facebook,Summer,11/2/2016,daylight,Zimbabwe,,Singita Game Reserve,,,,,alive,,burrow,digging,good,,https://web.facebook.com/singita.gamereserves/photos/a.126888940679336/1139287086106178
649,Munyamadzi Game Reserve,camera trap,Facebook,Spring,28/9/2017,evening,Zambia,,Munyamadzi Game Reserve,,,,,alive,,grasses,walking,good,,https://web.facebook.com/330213590412871/photos/pb.100063546522120.-2207520000../1185349724899249/?type=3
650,zamgav,,Instagram,Winter,4/7/2018,evening,Zambia,,"Choma, Luapula",,,,,alive,,grasses,feeding,good,,https://www.instagram.com/p/Bk0gRrGH8bS/
651,Munyamadzi Game Reserve,camera trap,Facebook,Autumn,26/5/2019,evening,Zambia,,Munyamadzi Game Reserve,,,,,alive,,road,crossing the road,good,,https://web.facebook.com/330213590412871/photos/pb.100063546522120.-2207520000../1873475756086639/?type=3
652,Munyamadzi Game Reserve,camera trap,Facebook,Winter,13/7/2018,evening,Zambia,,Munyamadzi Game Reserve,,,,,alive,,road,walking,good,,https://web.facebook.com/330213590412871/photos/pb.100063546522120.-2207520000../1455979064502979/?type=3
653,Munyamadzi Game Reserve,camera trap,Facebook,Spring,18/10/2017,evening,Zambia,,Munyamadzi Game Reserve,,,,,alive,,ground surface,walking,good,,https://web.facebook.com/330213590412871/photos/pb.100063546522120.-2207520000../1203084903125731/?type=3
654,The Bushcamp Company,Gerd Wintrich,Facebook,Spring,28/10/2016,evening,Zambia,,Bilimungwe Bushcamp,South of Luangwa National Park,,,,alive,,road,walking,good,,https://web.facebook.com/BushcampCo/photos/a.498192642903/10154721078852904
655,The Bushcamp Company,camera trap,Facebook,Autumn,1/3/2016,evening,Zambia,,,,,,,alive,,grasses,walking,good,,https://web.facebook.com/BushcampCo/posts/10153923211992904
656,The Bushcamp Company,Andy Hogg,Facebook,Autumn,28/4/2013,evening,Zambia,,South of Luangwa National Park,,,,,alive,,grasses,walking,good,,https://web.facebook.com/BushcampCo/photos/a.498192642903/10151587624657904
657,The Bushcamp Company,Udayan Mukherji,Facebook,Autumn,10/4/2016,evening,Zambia,,Mfuwe Lodge,South of Luangwa National Park,,,,alive,,grasses,walking,good,,https://web.facebook.com/BushcampCo/photos/a.498192642903/10154159907272904
658,The Bushcamp Company,,Facebook,Spring,19/10/2011,daylight,Zambia,,Kapamba Bushcamp,South of Luangwa National Park,,,,alive,,grasses,walking,good,,https://web.facebook.com/BushcampCo/photos/a.498192642903/10150358115192904
659,The Bushcamp Company,Stephany Silldorf,Facebook,Winter,9/7/2015,evening,Zambia,,Zungulila Bushcamp,South of Luangwa National Park,,,,alive,,grasses,walking,good,,https://web.facebook.com/BushcampCo/photos/a.498192642903/10153518822812904
660,The Bushcamp Company,Lauren Dieringer,Facebook,Winter,15/6/2017,evening,Zambia,,Zungulila Bushcamp,South of Luangwa National Park,,,,alive,,grasses,walking,good,,https://web.facebook.com/BushcampCo/posts/10155528033432904
661,The Bushcamp Company,Peter Hall,Facebook,Autumn,30/5/2019,evening,Zambia,,Bilimungwe Bushcamp,South of Luangwa National Park,,,,alive,,grasses,walking,good,,https://web.facebook.com/BushcampCo/posts/10157447621382904
662,Edward Selfe Photo Safaris,Edward Selfe,Facebook,Spring,9/10/2015,evening,Zambia,,South of Luangwa National Park,,,,,alive,,ground surface,walking,good,,https://web.facebook.com/EdwardSelfePhotoSafaris/photos/a.338170679641933/780337405425256
663,Edward Selfe Photo Safaris,Edward Selfe,Facebook,Winter,3/8/2013,evening,Zambia,,Flatdogs Camp,South of Luangwa National Park,,,,alive,,grasses,walking,good,,https://web.facebook.com/Flatdogsfamily/photos/a.167073826658738/620388424660607/
664,Robin Pope Safaris,,Facebook,Spring,8/9/2016,evening,Zambia,,South of Luangwa National Park,,,,,alive,,grasses,walking,good,,https://web.facebook.com/robinpopesafaris/photos/a.212878892100961/1056449144410594
665,Ntengu Safaris-Kasonso Anti Poaching and Conservation Project,camera trap,Facebook,Winter,16/8/2017,evening,Zambia,,Ntengu Safaris,,,,,alive,,grasses,walking,good,,https://web.facebook.com/KasonsoProject/photos/a.1760887960870860/1760888004204189
666,Ntengu Safaris-Kasonso Anti Poaching and Conservation Project,camera trap,Facebook,Summer,12/2/2018,evening,Zambia,,Ntengu Safaris,,,,,alive,,grasses,walking,good,,https://web.facebook.com/KasonsoProject/photos/a.1608912536068404/1869026853390303
667,presevewildlife,camera trap,Instagram,Winter,3/8/2016,evening,Zambia,,Luangwa Valley,,,,,alive,,burrow,emerging,good,,
668,Robin Pope Safaris,Marc Mol,Facebook,Spring,15/11/2011,evening,Zambia,,Luangwa Safari House,South of Luangwa National Park,,,,alive,,grasses,walking,good,,https://web.facebook.com/robinpopesafaris/photos/a.212878892100961/244612775594239
669,Xavier photo & travel,Xavier Surinyach Mateu,Facebook,Spring,11/11/2015,evening,Zambia,,Kafue National Park,,,,,alive,,grasses,walking,good,,https://web.facebook.com/138872853127312/photos/a.138889063125691/170025010012096
670,marlondutoit,Marlon du Toit,Instagram,Winter,5/6/2018,evening,Zambia,,Chiawa Camp,Lower Zambezi National Park,,,,alive,,grasses,walking,good,,https://www.instagram.com/p/BjpZWomnjxN/
671,anabezilodge,,Instagram,Winter,15/7/2017,evening,Zambia,,Anabezi Camp,Lower Zambezi National Park,,,,alive,,bushes,walking,good,,https://www.instagram.com/p/BWj-tUslrNP/
672,Majete Wildlife Reserve,camera trap,Facebook,Winter,21/8/2019,evening,Malawi,,Majete Wildlife Reserve,,,,,alive,,waterhole,drinking water,good,,https://web.facebook.com/MajeteWildlifeReserve/photos/2465449223539482
673,Majete Wildlife Reserve,camera trap,Facebook,Autumn,28/3/2014,evening,Malawi,,Majete Wildlife Reserve,,,,,alive,,grasses,walking,good,,https://web.facebook.com/MajeteWildlifeReserve/photos/603416776409412
674,Majete Wildlife Reserve,camera trap,Facebook,Autumn,19/3/2013,evening,Malawi,,Majete Wildlife Reserve,,,,,alive,,grasses,walking,good,,https://web.facebook.com/MajeteWildlifeReserve/photos/428806290537129
675,Carnivore Research Malawi,camera trap,Facebook,Spring,14/9/2015,evening,Malawi,,Liwonde National Park,,,,,alive,,road,crossing the road,good,,https://web.facebook.com/CarnivoreResearchMalawi/photos/pcb.1146791682016689/1146789528683571/
676,Carnivore Research Malawi,camera trap,Facebook,Winter,20/8/2016,evening,Malawi,,Liwonde National Park,,,,,alive,,ground surface,walking,good,,https://web.facebook.com/CarnivoreResearchMalawi/photos/pcb.1375842729111582/1375842112444977
677,Niassa Lion Project,camera trap,Facebook,Winter,6/7/2019,evening,Mozambique,,Niassa Game Reserve,,,,,alive,,grasses,walking,good,,https://web.facebook.com/niassalionproject/photos/a.270986459606144/2576695102368590
678,Niassa Lion Project,camera trap,Facebook,Summer,11/12/2015,evening,Mozambique,,Niassa Game Reserve,,,,,alive,,ground surface,walking,good,,https://web.facebook.com/niassalionproject/photos/a.270986459606144/1017254948312621
679,Niassa Lion Project,camera trap,Facebook,Spring,25/10/2014,evening,Mozambique,,Niassa Game Reserve,,,,,alive,,ground surface,walking,good,,https://web.facebook.com/niassalionproject/photos/pcb.810319985672786/810319932339458/
680,creaturesunsceen,camera trap,Instagram,Spring,28/11/2017,evening,Mozambique,,,,,,,alive,,grasses,walking,good,,https://www.instagram.com/p/BcBcKtDg0ug/
